authorMeta/fans,authorMeta/name,collectCount,commentCount,createTimeISO,diggCount,isSponsored,locationMeta/city,locationMeta/locationName,playCount,shareCount,text,videoMeta/duration,webVideoUrl
77500,arizona_chodor,1,5,2025-06-15 14:52:11+00:00,127,True,Tidak Mengisi/Tidak diketahui,PIK 2,1768,0,"hanya sebatas kopi tanpa campuran lain
#kopikenangan 
#kopihitam 
#kulinertiktok 
#pedagangkecil 
#tongkrongan ",23,https://www.tiktok.com/@arizona_chodor/video/7516189017101126968
6386,salusasyaf,5,7,2025-06-15 09:48:11+00:00,103,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,581,0,di sponsori oleh kopi kenangan 😆,44,https://www.tiktok.com/@salusasyaf/video/7516110659298413880
7484,bumnswastaa,5,20,2025-06-14 04:37:53+00:00,64,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,6128,6,Dibutuhkan segera..  #kopi #kopibubuk #kopikenangan #loker2025 #lokerterbaru #lokerindonesia #foryou #zxycba #foryoupage ,12,https://www.tiktok.com/@bumnswastaa/video/7515659628198366471
81600,ninilll_123,27,18,2025-06-15 05:39:36+00:00,274,True,Kebumen,Sruweng,6251,24,#kopikenangan #mylove #vedeoviral #tik_tok #fypシ゚  #👌👌👌 #💪💪💪 #❤️❤️❤️❤️❤️ ,60,https://www.tiktok.com/@ninilll_123/video/7516046613169655047
417,alma.diary,126,68,2025-06-15 08:14:42+00:00,803,True,Jakarta,Kopi Kenangan - Ruko Jalan Tebet Raya,20300,120,September 2021 lalu Kopi Kenangan meluncurkan tumbler BTS x Built New York Project. Awal keluar harganya Rp 699k per tumbler. Mulai Mei 2025 ini ada Parade Merchandise dengan penawaran spesial 🤗 Beli 1: Diskon 50% Beli 3: Diskon 75% Normal Price: Rp 669k-Rp 699k Wah jadi lebih terjangkau ya! Yuk kunjungi outlet Kopi Kenangan terdekat& lengkapi koleksi Tumbler BTS x Built NY ,40,https://www.tiktok.com/@alma.diary/video/7516086586300304647
776,byqenn,2,0,2025-06-16 08:53:28+00:00,30,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,362,0,,25,https://www.tiktok.com/@byqenn/video/7516467479254764817
1112,ayorehatsejenak,8,1,2025-06-15 14:48:26+00:00,18,True,Bekasi City,Pasar Kota Pondok Gede,876,85,"Pasar Kota Pondok Gede bukan kaleng-kaleng, tenant nya keren-keren!#fy #fyp #fyppppppppppppppppppppppp #tiktokbaik #rekomendasi #bekasi #bekasihits #bismillahfyp #ayorehatsejenak ",59,https://www.tiktok.com/@ayorehatsejenak/video/7516188054873246984
3549,gadisaslisolo,701,153,2025-05-20 08:45:33+00:00,3727,True,Surakarta City,Kopi Kenangan - Stasiun Solo Balapan,150700,2433,"Malah Betah Nangis gasi, karna New Spot Kopken di Gentan ini luas banget cuyyy indoor AC Semi Outdoor di Lt1-Lt2 juga luwasss poll dan yang paling Penting 24jam dong🙂‍↔️  mana kalo pesen pake Aplikasi juga lebih hemat bestie! Mung 9ribu tag lokasi aja ya terus tinggal klaim dan tunjukan ke Kasir‼️  📌 New Spot Kopi Kenangan Gentan sebelum Luwes Gentan ya  #newspot #coffeeshop24jam #newcoffeeshop #gentan24jam #barudigentan #kopikenangangentan ",9,https://www.tiktok.com/@gadisaslisolo/video/7506446278465834248
247200,cecemicel,7472,981,2025-04-12 09:46:30+00:00,57300,True,Tangerang Regency,Kopi Kenangan - Ruko Gading Serpong,1100000,34700,Selamat berburu guysss 🤗 #kopikenangan #capybara #fyp #coffee ,42,https://www.tiktok.com/@cecemicel/video/7492360773256219909
29900,uminurasih_,2498,1316,2025-05-10 14:46:42+00:00,38400,True,Bekasi City,Kopi Kenangan - Ruko Grand Galaxy City Bekasi,4200000,2723,#kopikenangan #ngopi #ngopi ,14,https://www.tiktok.com/@uminurasih_/video/7502828536575708434
50900,dandy_rs,5462,32200,2025-04-25 01:21:26+00:00,34500,True,Palembang,Kopi Kenangan - Kenten Food Market,356900,11900,Kopi Enak Harga Hemat #kopikenangan ,5,https://www.tiktok.com/@dandy_rs/video/7497054737196518662
1760,bubuhimebarra,562,150,2025-05-07 04:09:57+00:00,4284,True,Bekasi Regency,Kopi Kenangan x Chigo x Flip Burger - Ruko Tambun Bekasi,2500000,404,#promokopikenangan #fyppppppppppppppppppppppp ,7,https://www.tiktok.com/@bubuhimebarra/video/7501551177587379462
7996,mirayumna_,3460,387,2025-03-31 12:02:38+00:00,22100,True,Bandung City,Kopi Kenangan - Ruko Antapani,4500000,2467,"cobain hacks beli kopi kenangan pake voucher tiktok cuma 9ribuan, klik tag lokasi di kiri bawah lanjut payment dan bisa di tukar di semua outlet kopi keangan 😋 #kopikenangan #lebaran2025 #jelajahlebaran #hacks #kopibandung #vouchertiktokkopikenangan ",17,https://www.tiktok.com/@mirayumna_/video/7487942856171179272
4675,pemburu.promo.kuy,1375,240,2025-03-03 03:44:06+00:00,12100,True,Banyumas Regency,Kopi Kenangan - Rita Supermall Purwokerto,2100000,705,YG MAU KOPI FREE DM Y!!!Gokil d kasih freee kopi sama kopken cuy........ #kopikenangan #kopi #promo #promohariini #berkahramadhan #alhamdulillah #fyppppppppppppppppppppppp ,9,https://www.tiktok.com/@pemburu.promo.kuy/video/7477423983885815058
116100,madam_mart,13,4,2025-04-27 04:00:02+00:00,135,True,Tangerang Regency,Kopi Kenangan - Ruko Serpong Garden,38600,18,"Kopi Kenangan dari 21 ribu terjung payung harganya ke 13 ribu semua karena TikTok 🥹, terima kasih TikTok 🥰#kopikenangan #tiktokgo #madam_mart ",26,https://www.tiktok.com/@madam_mart/video/7497837783269084424
6912,raniiies,83,39,2025-05-27 08:36:23+00:00,1210,True,Jakarta,Kopi Kenangan - SPBU Pertamina (M. Kahfi II),193100,168,Gass gajian makin hemat🤭Klik beli ditag lokasi vt ini 📍#kopikenangan #promokopikenangan #videoviral #qpon #promotiktok #fyp #fyppppppppppppppppppppppp ,14,https://www.tiktok.com/@raniiies/video/7509041560495901959
9505,ina_m36,150,29,2025-05-20 04:36:17+00:00,1760,True,Bogor City,Kopi Kenangan - Ruko Pandu Raya Bogor,332900,108,#kopikenangan #kopi #ngopi #vouchertiktok ,15,https://www.tiktok.com/@ina_m36/video/7506382087310544136
2574,helmbogoitem,442,92,2025-05-21 10:21:16+00:00,7240,True,Bandung Regency,Kopi Kenangan - Ruko Gading Tutuka Soreang,792100,361,caranya cmn klik tag location yg warna ijo di atass👆🏻 kalo yg belum bisa cara belinya komen aja yaa mbaa insyaallah aku jawab ko :-) #fypage #kopikenangan #murahbanget #voucherkopikenangan #masukberanda #foryoupage #foryou #bandung ,13,https://www.tiktok.com/@helmbogoitem/video/7506842066572397829
10100,xelinelie,14,11,2025-02-28 05:28:03+00:00,352,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,6174,7,"Varian terbarunya Kopi Kenangan yang Royal Cheese Latte ini langsung jadi favoritku 🥹🫶🏻 Rasanya gurih & creamy, enaaaakk! Wajib dicoba 😋 Cus langsung ke Alfamart buat cobain ❤️ #kopi #kopikenangan #coffeeadict @Kopi Kenangan Hanya Untukmu ",25,https://www.tiktok.com/@xelinelie/video/7476337525741604114
2500,bby_nadira,373,63,2025-04-11 17:16:26+00:00,3124,True,Bogor Regency,Kopi Kenangan - Living World Kota Wisata,1700000,224,"Membalas @sheilasurya03  kopi kenangan Cuma jadi 13 ribu😭 pecinta kopi buruan beli covernya skrg, bisa di tukerin ke outlet kopi kenangan terdekat kalian 🤗✨🥰 #kopikenagan #kenanganmantan #kopikenangan #kopi #pecintakopi #tiktokgo #promotiktok #fyp ",18,https://www.tiktok.com/@bby_nadira/video/7492105648369585426
29900,uminurasih_,155,25,2025-04-15 05:44:15+00:00,1194,True,Bekasi Regency,Kopi Kenangan x Chigo x Flip Burger - Ruko Tambun Bekasi,329700,101,Kapan lagi ngopi di Kopi Kenangan cuma 9ribu 😭😭🥰🥰#kopikenangan #kopi #ngopi ,25,https://www.tiktok.com/@uminurasih_/video/7493411622422203656
12700,aviseina,1298,182,2024-08-03 04:55:28+00:00,27900,True,Jakarta,Kopi Kenangan Ruko Pondok Bambu,5000000,574,Replying to @Foodie kalau promo yang ini jelas masih adaa. Americano di Kopi Kenangan cuma 8000 aja looh! Dapetin vouchernya dengan cara klik lokasi di video ini yaa. Vouchernya cuma eksklusif ada di tiktok looh @Kopi Kenangan  #KopiKenangan #promokopikenangan #voucherkopikenangan #vouchertiktok #ttlocalservice #menurahasia #kopken #diskon #kopi #fyp #promokopi #kulinerkakilimasampaibintanglima ,20,https://www.tiktok.com/@aviseina/video/7398772318182411526
3117,anggianoviantry,20,15,2025-05-02 07:06:36+00:00,260,True,Jakarta,Kopi Kenangan - Stasiun Senen,40300,23,Bisa ngopi tiap hari 🫶🏻 #kopikenangan #tiktokgo #promotiktok ,10,https://www.tiktok.com/@anggianoviantry/video/7499741288137280776
118,darilangsa,94,41,2025-05-23 08:35:08+00:00,999,True,Banda Aceh City,Kopi Kenangan - Ruko Nyak Makam Aceh,132000,288,Promo Kopi Kenangan di Langsa,25,https://www.tiktok.com/@darilangsa/video/7507556863865654584
4815,ixoraster,41,7,2025-05-24 05:47:04+00:00,702,True,Jakarta,Kopi Kenangan - NEO SOHO,161400,32,Kenapa ga ada golden bobs lagi di @kopikenangan.id 😭 #kopi #nhopi #coffee #kenanganmantan #kopken #kopikenangan #fyppppppppppppppppppppppp ,12,https://www.tiktok.com/@ixoraster/video/7507884668339981576
253400,ayaharastore,77,7,2025-05-06 13:32:52+00:00,517,True,Palembang,Kopi Kenangan - Ruko Demang Palembang,160700,50,Kopi Kenangan  Ruko Demang.  #coffee #kopikenangan #palembang #palembangtiktok #tempatnongkrong ,12,https://www.tiktok.com/@ayaharastore/video/7501325173073644808
1362,kopii.kenangan,1,0,2024-09-21 05:12:04+00:00,5,True,Tidak Mengisi/Tidak diketahui,Bogor Regency,132,0,#CapCut #sabtuceria #weekendvibes ,25,https://www.tiktok.com/@kopii.kenangan/video/7416959743769709830
1362,kopii.kenangan,0,0,2024-05-12 11:58:46+00:00,10,True,Tidak Mengisi/Tidak diketahui,Bogor Regency,222,0,apa yaaa 🤭#padahariini ,15,https://www.tiktok.com/@kopii.kenangan/video/7368081347056880901
1362,kopii.kenangan,0,1,2024-03-08 12:41:42+00:00,12,True,Tidak Mengisi/Tidak diketahui,Indonesia,205,0,#ekspresikanramadan #CapCut ,18,https://www.tiktok.com/@kopii.kenangan/video/7343971880275037446
1362,kopii.kenangan,0,0,2024-08-22 01:20:42+00:00,7,True,Tidak Mengisi/Tidak diketahui,Bogor Regency,252,0,#padahariini #salamsehat #tetaplahjadiorangbaik🙏 ,17,https://www.tiktok.com/@kopii.kenangan/video/7405767584034966790
1986,khaivershop,18,12,2025-05-12 05:48:21+00:00,364,True,Jakarta,Kopi Kenangan - Mall Kelapa Gading 3,70600,47,Promo Voucher Kopi Kenangan #promokopikenangan #promokopi #kopikenangan #kopi #fyp #tiktokgo ,24,https://www.tiktok.com/@khaivershop/video/7503431973688331538
535,giyanti_ekap,46,16,2025-04-22 15:23:01+00:00,326,True,Bekasi Regency,Kopi Kenangan - Ruko Cikarang Festival,72700,23,Gasss sih yang pengen ngopi tapi murah meriah #kopikenangan #promo #promotiktok #fyp #tiktokgo ,18,https://www.tiktok.com/@giyanti_ekap/video/7496158364833959175
1882,zambila_,30,7,2025-05-09 08:14:18+00:00,201,True,Kota Karawang,Kopi Kenangan - Pertamina Teluk Jambe,77200,11,lengah dikit Kopi kenangan ambyarin promo guys 😁 #kopikenangan #kopi #promotiktok #promokopikenangan #tiktokgo ,15,https://www.tiktok.com/@zambila_/video/7502356310160051461
57400,yayahjelajah,970,68,2024-06-02 13:22:06+00:00,13300,True,Jakarta,Kopi Kenangan - Mall Cipinang Indah,1100000,476,"Beli kopi kenangan lebih murah pake voucher yg bisa dibeli di Tiktok, belinya dengan cara klik location video ini ya #JelajahJakarta #kopikenangan #kopi #kuliner #coffee ",14,https://www.tiktok.com/@yayahjelajah/video/7375895611876379910
2641,toiting,0,0,2025-06-16 02:31:41+00:00,24,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,121,0,Coffee with me.☕️ 🎂🍰🥮🍃🌿☘️#กดใจให้หน่อย #ร้านกาแฟเชียงใหม่ #มาเป็นเพื่อนกันเถอะ ,48,https://www.tiktok.com/@toiting/video/7516369266170498322
2787,jeabsupparat,2,4,2025-06-16 02:56:59+00:00,31,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,149,0,ทำงานกันต่อ #เปิดการมองเห็น #coffee station☕️,12,https://www.tiktok.com/@jeabsupparat/video/7516375792478113042
909600,littlequanzz,4831,4087,2025-05-31 08:04:55+00:00,218200,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,3400000,114300,"Nhắm mắt, xoayyyyyy #concoday ",103,https://www.tiktok.com/@littlequanzz/video/7510517785416502535
5444,royhan0210,1,1,2025-06-16 07:22:59+00:00,4,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,809,0,#เปี๊ยะไส้ทะลัก #เปี๊ยะช็อคโกแลตดูไบ #เปี๊ยะฟินฟิน ,23,https://www.tiktok.com/@royhan0210/video/7516444343863921928
5984,donnywijaya__,16,9,2025-04-25 08:09:18+00:00,63,True,Makassar,Kopi Kenangan - Trans Studio Mall Makassar,10700,11,promo kopi kenangan mulai 9 ribuan nih guys.  #kopikenangan #coffee #kopiaren #kulinermakassar ,37,https://www.tiktok.com/@donnywijaya__/video/7497159837478898999
3916,arienoliv,544,84,2025-04-06 10:55:58+00:00,4434,True,Palembang,Kopi Kenangan - Ruko Palembang Trade Center,2000000,406,Kopi Kenangan 9ribu doang 🥹❤️ #voucherkopikenangan #vouchertiktokshop ,5,https://www.tiktok.com/@arienoliv/video/7490152178015915272
4309,riiki0098,37,4,2025-05-17 14:32:29+00:00,207,True,Jambi City,Kopi Kenangan - Sipin Jambi (Container) Drive Thru,38800,50,Kopi hemat di Kopi Kenangan  #kopikenangan #kopi #mayang #kotajambi #jambipride #jambitiktok #jambipride🏴‍☠️ #jambiviral #ttpetualangpro #ttpetualangnewbie #xbcyza ,19,https://www.tiktok.com/@riiki0098/video/7505422466819345670
1309,auraagnin,14,7,2025-04-29 05:00:54+00:00,104,True,Surabaya,Kopi Kenangan - Ruko Wiyung Surabaya,20200,9,"Anak skema pecinta kopi wajib banget nih dapetin promo mantap. Kopi kenangan lagi sedekah, diskon sampai 50%. Klik lokasi dan beli pakai vouchernya disini.  ✨Kopi kenangan #kopikenangan #kopken #kopikenanganvoucher #voucherkopikenangan #ngopi #auraagni #rekomendasi #ngopimurah #ngopisek #skena #pecintakopi #auraagningopi ",8,https://www.tiktok.com/@auraagnin/video/7498595632270052613
48800,omsukareview,22,3,2025-04-22 02:11:25+00:00,97,True,Semarang City,Kopi Kenangan - Ruko Banyumanik Semarang,20900,22,kopi kenangan ruko banyumanik semarang cara beli: -klik lokasi dikiri bawah -lakukan pembayaran -tunjukan barcode pembayaran pada kasir #semarang #kopikenangan #kopikenangansemarang,14,https://www.tiktok.com/@omsukareview/video/7495954350502694149
39200,patrickdarinda,218,17,2024-11-20 13:26:03+00:00,3391,True,Surakarta City,Kopi Kenangan - Solo Paragon,616000,67,Udah tau belum sekarang beli minuman di Kopi Kenangan lewat TikTok lho!. . #kulinersolo #jajanSolo #jajanantiktok ,16,https://www.tiktok.com/@patrickdarinda/video/7439352185403690295
9444,rzkypauji,55,23,2025-03-15 10:56:24+00:00,572,True,Tangerang Regency,Kopi Kenangan - Ruko Balaraja,135000,108,Cuss buruan cobain juga promonya🤩 #promo #kopikenangan #fyp #foryou #xybca ,31,https://www.tiktok.com/@rzkypauji/video/7481988400870853943
3466,ummi_86,4,1,2025-05-30 14:22:32+00:00,52,True,Pematangsiantar,Kopi Kenangan - Pertamina 14.211.205 A. Yani Pematang Siantar,5628,0,Jangan lewatkan kesempatan untuk menikmati berbagai promo menarik dari Kopi Kenangan Siantar!#kopikenangan ,36,https://www.tiktok.com/@ummi_86/video/7510244013182684434
35000,riachinagha,3,3,2025-06-13 15:08:26+00:00,28,True,Medan Area,Kopi Kenangan Center Point Lt. LG,3665,3,beli kopi susu black aren 2 pcs cuma 35rb lho.belinya di tiktok.caranya klik tag lokasi di videoku😍🙏 #kopken #kopikenangan #kopilovers #kopi #centerpointmedan #centerpoint #medan #jelajahbegah #fypシ゚ #fypp ,19,https://www.tiktok.com/@riachinagha/video/7515451030688124165
1300000,mari.eattt,677,61,2023-10-27 09:06:09+00:00,13800,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,190400,132,cobain yuk Float Series dari kopi kenangan!!🤤❤️ ,66,https://www.tiktok.com/@mari.eattt/video/7294562002779884805
10600,monaya.13,5,2,2025-06-15 12:18:27+00:00,40,True,Depok,Kopi Kenangan - Margo City Depok,468,1,"Klik lokasi nya disini ya kalo mau dapat diskonnya 😍 udah murah, tambah murah lagi 🎉

#kopikenangan #coffeelover #coffeeadict #ngopi #kopigulaaren #kopienak #kopikekinian ",47,https://www.tiktok.com/@monaya.13/video/7516149398443691269
6192,dhinyshishukhashi,8,4,2025-05-27 02:57:22+00:00,33,True,Serang City,Kopi Kenangan - Mall of Serang,7785,5,"bisa semua outlet kopi kenangan 

#kopikenangan #kopi #promotiktok #vochertiktok ",12,https://www.tiktok.com/@dhinyshishukhashi/video/7508954188349476114
1329,mama.khayla08,1,0,2025-05-27 08:22:37+00:00,6,True,Medan Area,Kopi Kenangan - Irian Supermarket Marelan,1563,1,"Kopi kenangan 
#kopi #kopikenangan #irianmarelan  ",15,https://www.tiktok.com/@mama.khayla08/video/7509037995320692024
540,kalaa.berkelana,1,0,2025-05-30 10:53:44+00:00,9,True,Surakarta City,Kopi Kenangan,513,1,"siapa yang baru tau kopi kenangan sudah buka
☝🏻☝🏻☝🏻
nikmatin promonya yuk dari tiktok

#kopikenangan 
#kopikenanganjepara 
#kopijepara ",15,https://www.tiktok.com/@kalaa.berkelana/video/7510190191315914040
26400,id.marco,11,4,2025-06-05 09:36:50+00:00,54,True,Tangerang City,Kopi Kenangan - Pertamina Jatake,8888,16,Dapet dua loh kalau beli di tiktok #promo #kopikenangan #tiktok ,28,https://www.tiktok.com/@id.marco/video/7512396897554861317
746,_poyly,2,8,2025-06-02 13:56:40+00:00,22,True,Tidak Mengisi/Tidak diketahui,Tomohon,2068,43,"guys ada yg baru nih di Kota Tomohon,🫶🫶
Tag ngni pe bestie' Krna  'Kopi Kenangan' so ada di Tomohon ,☘️☘️
#tomohon #kopikenanganmantan #viralvideo #videoviral #tiktok #fypシ゚ #fyppppppppppppppppppppppp #CapCut #fyp #tiktokviral ",19,https://www.tiktok.com/@_poyly/video/7511350588987297080
47,siadeck,1,4,2025-05-11 14:07:49+00:00,19,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,3041,7,Restok kedua kalinya #capybara #kopikenangan #kopikenanganmarindal,8,https://www.tiktok.com/@siadeck/video/7503189606477696264
7208,hey.swteee,0,0,2025-06-09 13:26:33+00:00,23,True,Lhokseumawe,"Kopi Kenangan, Ruko Lhokseumawe Aceh",411,2,"kopken sipaling kopi 🫠🤌
#kopken #kopikenangan #kopikenanganmantan #kopikenanganlhokseumawe ",15,https://www.tiktok.com/@hey.swteee/video/7513940438865235218
1810,dnz_mediaa,4,3,2025-06-16 02:34:44+00:00,40,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,743,3,info ngopi☕️ #slotcar#roblox#cdid#fyp#kopikenangan#cdidstudios ,23,https://www.tiktok.com/@dnz_mediaa/video/7516370053126786311
18800,ajsmesinpengemas,2,2,2025-06-15 05:36:38+00:00,27,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,1609,0,Trend Kuch Kuch Hota hai . Rahul Tina dan Anjeli .  #trending #trendtiktok #fyp #fypシ #kopigunungkawi #kopigulaaren #kopirobusta #kopikenangan #kuchkuchhotahai #anjali #rahul #mesinpengemaskopi #kopimantavo #mesinkemaskopi #mesinpackingkopi #kopirobusta #kopibubuk #kopihitam ,36,https://www.tiktok.com/@ajsmesinpengemas/video/7516045839995833606
1047,och.quotsoftheday,2,1,2025-06-16 09:22:59+00:00,22,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,229,0,,36,https://www.tiktok.com/@och.quotsoftheday/video/7516475249169403192
174000,kopikenangan.id,80,2,2025-03-21 02:57:30+00:00,3583,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,289500,16,"Tonton video ini sampai habis biar mudik kalian tetap semangat! Mampir ke outlet Kopi Kenangan terdekat untuk serbu Promo Mudik Banyak Kenangan dari 21 Maret-12 April 2025 biar momen silaturahmi kalian jadi makin seru ya, Beb! #KopiKenangan #MudikBanyakKenangan",44,https://www.tiktok.com/@kopikenangan.id/video/7484091504290483463
268,reyhan.syaputra32,7,0,2025-06-15 12:43:04+00:00,77,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,896,4,Mar in bkng tntng kopi😌#amurang #fypp#kenangan ,25,https://www.tiktok.com/@reyhan.syaputra32/video/7516155734418083077
3540,rikiwahyudi426,1,1,2025-06-16 04:51:38+00:00,32,True,Jember,Pondok Dalem,290,0,#nyored #jembertiktok #2strokeindonesia #fizrindonesia #fizrmodifikasi #gl100klasik #gl100inspirasi #senja_story #jember #kopikenangan #kopisenja #berandatiktok #fypシ゚viral #foryoupageofficiall ,19,https://www.tiktok.com/@rikiwahyudi426/video/7516405313101188357
4096,zhanay27,2,0,2025-06-08 12:39:45+00:00,27,True,Jakarta,Kopi Kenangan - Mall Graha Cijantung,5289,1,"kemana aja woi baru tau beli kopi kenangan ditiktok banyak promo dan diskon??
kalian buruan beli lwt tag lokasi aku yaa #kopi #kopikenangan #kopken #ngopi #kopikenanganmantan ",43,https://www.tiktok.com/@zhanay27/video/7513557289199095096
220200,ninmycay,2073,1942,2025-06-14 05:01:29+00:00,46800,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,750200,95200,,14,https://www.tiktok.com/@ninmycay/video/7515665703433702674
15700,pocafemuoi,115,38,2025-06-16 02:08:32+00:00,2834,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,46200,496,Cấp bách lắm rồi #pocafe #govap #binhthanh #quan1 #viral #nhanvienpocafe ,22,https://www.tiktok.com/@pocafemuoi/video/7516363296644091144
427600,ky...93,268,52,2024-10-14 16:23:12+00:00,3989,True,Surabaya,Kopi Kenangan - Ciputra World Surabaya,1400000,201,Beli kopi kenangan di tiktok cuma Rp 8.000 #kopikenangan #vouchermurah  #TTPetualangPro ,24,https://www.tiktok.com/@ky...93/video/7425667675902201093
540,kalaa.berkelana,1,0,2025-05-30 10:53:44+00:00,9,True,Surakarta City,Kopi Kenangan,513,1,siapa yang baru tau kopi kenangan sudah buka ☝🏻☝🏻☝🏻 nikmatin promonya yuk dari tiktok #kopikenangan  #kopikenanganjepara  #kopijepara ,15,https://www.tiktok.com/@kalaa.berkelana/video/7510190191315914040
2943,sambalman,1162,591,2025-05-25 02:07:09+00:00,33300,True,Bogor Regency,Kopi Kenangan - Ruko Cileungsi,1500000,6814,Beneran gak sih..?? #CapCut #sambalman #viral #trending #foryou #untukmu #kopi  #foryourpage #foryoupage #fypシ #fyp #kopikenangan #coffee #truck #truk ,9,https://www.tiktok.com/@sambalman/video/7508199074869333304
96500,dianatrwd,877,87,2024-10-14 08:24:06+00:00,9289,True,Bogor City,Kopi Kenangan - Ruko Pandu Raya Bogor,2600000,535,PROMO KOPI KENANGAN UNDER 10 RIBU‼️ Cek dulu vouchernya masih ada gak?🤔 #promokopikenangan #voucherkopikenangan #kopikenangan #promo2024 #promooktober #TTPetualangPro,13,https://www.tiktok.com/@dianatrwd/video/7425544175812234501
10200,faw.zyaa,97,11,2024-09-23 11:21:22+00:00,529,True,Semarang City,Kopi Kenangan - Ruko Ngaliyan,424900,50,Kopi kenangan lagi baik bgt ngasih diskon segede ini🥳😋 #fyp #fypage #diskontiktokshop #fypシ #semarangstory #semarangstory #kulinersemarang #ttpetualangpro #jelajahliburan #jelajahdiskon #kopikenangan ,17,https://www.tiktok.com/@faw.zyaa/video/7417797124395388178
188,id954127,2,9,2025-01-17 02:54:05+00:00,27,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,3780,1,Seragam part 3 #kopikenangan ,16,https://www.tiktok.com/@id954127/video/7460712266288073990
935,ahaazrul,13,1,2025-01-07 06:26:26+00:00,888,True,Surabaya,"Kopi Kenangan, BP Embong Malang (DT)",8200,3,Kegiatan Rutin Ketika New Training Datang 😇😇 Selamat Tumbuh dan Kembang bersama Kopi Kenangan 😇😇😇,22,https://www.tiktok.com/@ahaazrul/video/7457056108285365510
1536,heyyjunjun,2,1,2025-04-13 03:10:22+00:00,50,True,Serang City,Kopi Kenangan - Ruko Serang,11000,15,Promo kopi kenangan 120 ribu dapet 2 liter #kopikenanganvoucher #kopikenangan #kopikenanganpromo #promokopi ,22,https://www.tiktok.com/@heyyjunjun/video/7492629777602415878
36100,jsn.amelia,13,2,2025-05-23 10:17:42+00:00,60,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,4309,0,Kaget banget sih nemu kopi ready to drink di Indomaret yang turns out seenak ituu! rasanya sama enaknya kaya ngopi di coffee shop! must try banget sih Kopi Kenangan yang varian Kopi Susu Black Aren ini!☕️💗✨ #KenanganBanyakRasa,32,https://www.tiktok.com/@jsn.amelia/video/7507583316699172113
793,fauziahnrrrrr,2,11,2025-06-10 05:03:43+00:00,26,True,Bekasi Regency,Kopi Kenangan - Ruko Deltamas,3331,0,mau tau caranya?😋 #kopikenangan #kopi #promotiktok #fyp #foryou #foryoupagе #vouchertiktok #kulinercikarang #cikarang #qpon #qponbestieprice @qpon.indonesia ,8,https://www.tiktok.com/@fauziahnrrrrr/video/7514181917613346104
1525,dewiistiqoma1911,0,0,2025-05-11 11:56:43+00:00,18,True,Sidoarjo,Kopi Kenangan - Rest Area KM 754 (Arah ke Sidoarjo) DT,2167,0,antrean drive thru kopi kenangan sampe mengular gini??? Kira kira kenapaaa yaaa??? #promokopikenangan #kopikenangan #restarea754sidoarjo ,15,https://www.tiktok.com/@dewiistiqoma1911/video/7503155814576737542
28400,iinharningsri,18,2,2025-06-07 10:13:25+00:00,117,True,Madiun City,Kopi Kenangan - Ruko Cokroaminoto Madiun,19000,6,mau promo? beli vouchernya di tiktok klik tag lokasi bestieee. kopi kok cuma 13ribuan sih? uhuyyy #madiun24jam #madiunngemil #madiunkuliner #kopikenangan #kopikenanganmadiun ,50,https://www.tiktok.com/@iinharningsri/video/7513148498955488530
1448,afn5758,1,1,2025-05-27 13:48:18+00:00,14,True,Tidak Mengisi/Tidak diketahui,Jepara,3252,4,Kopi Kenangan,14,https://www.tiktok.com/@afn5758/video/7509121940725026056
2392,kopikenangan48,3,0,2025-04-02 11:14:23+00:00,25,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,182,0,#pantaikarangtawulan ,19,https://www.tiktok.com/@kopikenangan48/video/7488672586507898119
131,siuman16,6,0,2023-07-23 03:20:34+00:00,20,True,Makassar,Kopi Kenangan - Trans Studio Mall Makassar,7137,15,Kenangan bersama mantan 🤍 hati hati dijalan ✌️ #je #ngopi #fyp #makassar #kopisusu #kopikenangan @Kopi Kenangan  ,15,https://www.tiktok.com/@siuman16/video/7258848769721060613
